City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Durban,ZA,-29.8579,31.0292,81.0,89,67,3.0,broken clouds
459,Broome,US,42.2506,-75.833,9.0,78,20,5.75,few clouds
460,Lata,PT,40.1629,-8.3327,60.01,100,100,11.01,overcast clouds
461,Mahon,ES,39.8885,4.2658,57.2,58,20,21.85,few clouds
462,Cody,US,44.5263,-109.0565,33.8,40,0,13.8,clear sky
463,Gondanglegi,ID,-7.7479,112.0132,81.05,84,100,4.97,moderate rain
464,Bacolod,PH,10.6667,122.95,77.79,78,80,16.84,broken clouds
465,Sandnessjoen,NO,66.0217,12.6316,21.2,79,20,12.66,few clouds
466,Barcelos,PT,41.5388,-8.6151,57.2,100,90,9.22,fog
467,Paka,MY,4.6374,103.4368,80.6,83,40,6.91,scattered clouds
468,Somerset,US,40.5668,-74.5496,21.99,63,1,4.61,clear sky
469,Ust-Barguzin,RU,53.45,108.9833,-12.62,86,100,4.34,overcast clouds
470,Orebro,SE,59.2741,15.2066,27.0,86,0,5.75,clear sky
471,Verkhniy Tagil,RU,57.3733,59.9556,26.26,97,97,5.03,overcast clouds
472,Cortez,US,37.3489,-108.5859,15.8,86,1,8.05,clear sky
473,Uray,RU,60.1247,64.7758,6.82,95,46,3.62,scattered clouds
474,Ixtapa,MX,20.7,-105.2,64.99,90,0,3.13,clear sky
475,Ibotirama,BR,-12.1853,-43.2206,74.8,68,44,1.16,scattered clouds
476,Katsuura,JP,35.1333,140.3,45.0,33,20,16.11,few clouds
477,Sterling,US,39.0062,-77.4286,28.99,93,90,5.75,light snow
478,Tashla,RU,51.7716,52.7427,28.26,97,64,10.47,broken clouds
479,Las Tunas,CU,20.9617,-76.9511,62.6,94,20,3.44,fog
480,Vila Velha,BR,-20.3297,-40.2925,78.8,78,0,4.61,clear sky
481,Heide,DE,54.2,9.1,33.01,96,16,1.01,few clouds
482,Jhajjar,IN,28.6063,76.6565,69.8,35,0,5.75,haze
483,Puerto Carreno,CO,6.189,-67.4859,76.48,74,71,13.2,broken clouds
484,Sawakin,SD,19.1059,37.3321,74.1,66,93,11.81,overcast clouds
485,Mazyr,BY,52.0495,29.2456,26.02,95,35,12.48,scattered clouds
486,Iskateley,RU,67.6803,53.1512,5.92,94,100,11.63,light snow
487,Mitsamiouli,KM,-11.3847,43.2844,84.15,72,50,12.21,scattered clouds
488,Eyl,SO,7.9803,49.8164,81.41,52,85,17.56,overcast clouds
489,Coruripe,BR,-10.1256,-36.1756,79.41,78,30,9.06,light rain
490,Nova Granada,BR,-20.5339,-49.3142,73.4,73,0,6.91,clear sky
491,Knysna,ZA,-34.0363,23.0471,84.2,48,0,5.75,clear sky
492,Seoul,KR,37.5683,126.9778,48.2,57,75,6.91,broken clouds
493,Sonoita,MX,31.85,-112.8333,48.0,69,1,7.36,clear sky
494,Honiara,SB,-9.4333,159.95,79.74,81,100,9.69,moderate rain
495,Bonavista,CA,48.6499,-53.1147,30.99,93,100,5.75,overcast clouds
496,Baherden,TM,38.4362,57.4316,57.65,39,11,6.4,few clouds
497,Pandan,PH,14.0453,124.1694,76.53,78,99,19.42,overcast clouds
498,Trairi,BR,-3.2778,-39.2689,78.58,83,100,8.41,overcast clouds
499,Sorland,NO,67.667,12.6934,14.0,79,0,3.44,clear sky
500,Kolondieba,ML,11.0882,-6.8926,83.86,13,2,8.97,clear sky
501,La Ronge,CA,55.1001,-105.2842,12.2,85,23,2.3,few clouds
502,Coquimbo,CL,-29.9533,-71.3436,60.8,100,90,2.3,mist
503,Srandakan,ID,-7.9386,110.2506,82.38,75,100,6.38,heavy intensity rain
504,Kudahuvadhoo,MV,2.6708,72.8944,82.11,76,29,12.06,scattered clouds
505,George,ZA,-33.963,22.4617,84.2,48,0,5.75,clear sky
506,Victoria Point,AU,-27.5833,153.3,79.0,70,71,5.99,broken clouds
507,San Rafael,AR,-34.6177,-68.3301,57.09,91,100,11.45,moderate rain
508,Gasa,PS,31.5,34.4667,66.99,51,0,5.01,clear sky
509,Moose Factory,CA,51.2585,-80.6094,-4.0,77,90,5.75,mist
510,Mandalgovi,MN,45.7625,106.2708,-4.4,84,0,20.24,clear sky
511,Udomlya,RU,57.8794,34.9925,19.58,97,100,4.88,overcast clouds
512,Buin,CL,-33.7333,-70.75,62.6,88,40,5.75,scattered clouds
513,Chernyshevskiy,RU,63.0128,112.4714,-28.28,86,100,3.27,overcast clouds
514,Rio Grande,BR,-32.035,-52.0986,68.0,99,99,9.33,overcast clouds
515,Camabatela,AO,-8.1881,15.375,72.46,85,93,3.06,light rain
516,Bartica,GY,6.4,-58.6167,73.4,100,75,4.61,broken clouds
517,Ust-Ilimsk,RU,58.0006,102.6619,-35.27,81,86,1.83,overcast clouds
518,Atherton,GB,53.5237,-2.4935,36.0,70,100,1.99,overcast clouds
519,Singleton,AU,-32.5667,151.1833,73.99,68,90,5.99,overcast clouds
520,Port Lincoln,AU,-34.7333,135.8667,63.37,77,58,14.58,broken clouds
521,Mareeba,AU,-17.0,145.4333,77.0,94,75,5.75,broken clouds
522,Aguimes,ES,27.9054,-15.4461,66.99,72,20,19.57,few clouds
523,Deputatskiy,RU,69.3,139.9,-30.39,87,100,2.46,overcast clouds
524,Kirakira,SB,-10.4544,161.9205,78.15,84,100,10.98,overcast clouds
525,Lavrentiya,RU,65.5833,-171.0,-9.62,86,100,11.14,overcast clouds
526,Maltahohe,NA,-24.8333,16.9833,86.43,13,0,7.7,clear sky
527,Zabaykalsk,RU,49.6333,117.3167,-14.55,85,100,6.93,overcast clouds
528,Seymchan,RU,62.8833,152.4333,-28.84,82,100,9.15,light snow
529,Porto Seguro,BR,-16.4497,-39.0647,73.4,94,75,4.61,broken clouds
530,Mingyue,CN,43.1069,128.9217,9.95,93,100,4.61,light snow
531,Maragheh,IR,37.3917,46.2398,37.4,65,75,6.91,broken clouds
532,Shingu,JP,33.7333,135.9833,48.2,49,20,6.91,few clouds
533,Berlevag,NO,70.8578,29.0864,25.59,95,100,17.94,light snow
534,North Bend,US,43.4065,-124.2243,48.99,99,100,1.01,overcast clouds
535,Povenets,RU,62.8487,34.8262,14.72,97,91,3.47,overcast clouds
536,Kuusamo,FI,65.9667,29.1833,12.2,85,90,3.44,light snow
537,Konstantinovka,RU,49.6167,127.9833,-18.13,87,99,5.14,overcast clouds
538,Broken Hill,AU,-31.95,141.4333,86.0,23,78,14.97,broken clouds
539,Coari,BR,-4.085,-63.1414,72.61,97,55,2.53,broken clouds
540,Pouembout,NC,-21.1333,164.9,75.29,82,86,4.52,overcast clouds
541,Polessk,RU,54.862,21.1028,36.0,80,75,11.18,broken clouds
542,Gumdag,TM,39.2061,54.5906,55.62,55,3,2.91,clear sky
543,Dzilam Gonzalez,MX,21.2833,-88.9333,64.04,89,100,3.74,overcast clouds
544,Kasongo-Lunda,CD,-6.4667,16.8167,80.44,79,87,2.01,moderate rain
545,Petatlan,MX,17.5167,-101.2667,71.31,81,81,2.66,broken clouds
546,Paita,PE,-5.0892,-81.1144,74.91,69,1,8.14,clear sky
547,Tongchuan,CN,35.0806,109.0897,44.04,48,68,4.14,broken clouds
548,Iberia,US,29.9502,-91.7507,68.0,100,90,12.66,mist
549,Huangyan,CN,28.6478,121.2594,61.0,76,29,5.99,scattered clouds
550,Krasnyy Chikoy,RU,50.3643,108.7512,-19.48,81,100,4.52,overcast clouds
551,Kunashak,RU,55.7032,61.5498,23.0,63,28,5.12,smoke
552,Kenai,US,60.5544,-151.2583,10.99,85,1,3.44,clear sky
553,Sunbury,AU,-37.5833,144.7333,64.0,67,20,10.36,few clouds
554,Fort Atkinson,US,42.9289,-88.8371,30.0,92,100,4.0,snow
555,Zhuhai,CN,22.2769,113.5678,72.0,77,0,10.36,clear sky
556,Namatanai,PG,-3.6667,152.4333,80.82,72,100,6.91,overcast clouds
557,Galesong,ID,-5.3166,119.3661,84.2,79,20,5.75,few clouds
558,Salamanca,ES,40.8333,-6.0,48.99,84,100,4.0,overcast clouds
559,Gornopravdinsk,RU,60.05,69.9,16.59,96,100,6.8,overcast clouds
560,Rajgarh,IN,28.6333,75.3833,75.36,16,0,3.74,clear sky
561,Liverpool,GB,53.4106,-2.9779,34.0,86,100,9.22,overcast clouds
562,Nola,IT,40.922,14.5329,55.0,82,100,1.99,overcast clouds
563,Kemijarvi,FI,66.7131,27.4306,11.79,95,100,2.77,light snow
564,Oktyabrskoye,RU,43.0645,44.7417,39.2,81,90,6.71,overcast clouds
565,Paciran,ID,-6.8767,112.3761,82.09,81,87,18.16,overcast clouds
566,Pontalina,BR,-17.525,-49.4472,72.12,83,100,0.87,overcast clouds
567,Chokurdakh,RU,70.6333,147.9167,-31.56,85,16,9.26,few clouds
568,Ikorodu,NG,6.6191,3.5041,87.46,61,70,2.91,broken clouds
569,Nurota,UZ,40.5614,65.6886,53.6,35,100,27.63,light rain
570,Beaverlodge,CA,55.2166,-119.4361,-0.4,92,20,2.3,few clouds
571,Grindavik,IS,63.8424,-22.4338,28.4,93,90,5.75,overcast clouds
572,Ibipeba,BR,-11.6408,-42.0111,71.28,75,68,9.17,broken clouds
573,Porto Santo,PT,33.072,-16.3415,60.8,88,20,4.61,few clouds
574,Shelburne,CA,44.0787,-80.2041,8.01,70,1,6.93,clear sky
575,Ichinohe,JP,40.2069,141.3017,20.19,91,41,11.41,scattered clouds
576,Ambilobe,MG,-13.2,49.05,91.69,54,37,4.21,scattered clouds
577,Durgapur,IN,23.4833,87.3167,73.0,34,0,7.0,clear sky
578,Tupiza,BO,-21.45,-65.7167,56.93,66,14,3.0,few clouds
579,Mwinilunga,ZM,-11.7358,24.4293,70.39,86,100,5.7,light rain
580,Laguna,US,38.421,-121.4238,48.2,76,20,3.44,few clouds
581,Mendeleyevsk,RU,55.9082,52.2905,32.0,74,0,11.18,light snow
582,Rincon,US,32.296,-81.2354,57.2,82,90,6.91,overcast clouds
583,Kingsland,US,30.8,-81.6898,57.99,88,55,3.0,broken clouds
584,Moen,NO,69.1304,18.6123,1.4,85,75,1.81,broken clouds
585,Marsh Harbour,BS,26.5412,-77.0636,68.9,70,100,15.03,overcast clouds
586,Yatou,CN,37.15,122.3833,41.79,85,75,10.98,broken clouds
587,Killarney,IE,52.05,-9.5167,46.4,87,20,14.97,few clouds
588,Tchibanga,GA,-2.85,11.0333,82.53,74,94,2.66,overcast clouds
589,Ploemeur,FR,47.7333,-3.4333,50.0,93,90,10.36,overcast clouds
590,Paso De Los Toros,UY,-32.8167,-56.5167,66.87,91,100,14.43,overcast clouds
591,Joensuu,FI,62.6012,29.7632,23.0,93,90,4.61,light snow
592,Waipawa,NZ,-41.4122,175.5153,62.6,55,0,8.05,clear sky
593,San Marcos,US,33.1434,-117.1661,50.0,66,1,4.74,clear sky
594,Maldonado,UY,-34.6667,-54.9167,69.8,73,90,13.8,overcast clouds
595,Skotterud,NO,59.9828,12.1283,15.01,85,42,2.3,scattered clouds
596,Zhigansk,RU,66.7697,123.3711,-44.72,76,78,7.31,broken clouds
597,Elliot Lake,CA,46.3834,-82.6331,8.6,72,1,9.22,clear sky
598,Carutapera,BR,-1.195,-46.02,76.75,89,100,5.5,overcast clouds
599,Sivaki,RU,52.6333,126.75,-29.52,86,78,2.57,broken clouds
600,Fez,MA,34.0372,-4.9998,55.4,88,75,12.66,broken clouds
601,Bubaque,GW,11.2833,-15.8333,77.34,60,2,9.08,clear sky
602,Sept-Iles,CA,50.2001,-66.3821,21.2,73,40,5.75,scattered clouds
603,Puerto Colombia,CO,10.9878,-74.9547,75.2,83,0,11.5,clear sky
604,Flinders,AU,-34.5833,150.8552,66.99,91,68,5.35,broken clouds
605,Maroantsetra,MG,-15.4333,49.7333,84.25,68,19,7.43,light rain
606,Dickinson,US,29.4608,-95.0513,66.2,88,90,8.05,overcast clouds
607,Altay,CN,47.8667,88.1167,17.49,79,0,2.75,clear sky
608,Sabzevar,IR,36.2126,57.6819,55.4,30,0,13.8,clear sky
609,Lanzhou,CN,36.0564,103.7922,33.8,27,0,1.68,clear sky
610,Atasu,KZ,48.6814,71.6433,26.4,93,97,4.83,overcast clouds
611,San Felipe,VE,10.3399,-68.7425,70.63,89,97,3.4,overcast clouds
612,Basoko,CD,1.2391,23.616,89.37,44,100,3.33,overcast clouds
613,Okha,RU,53.5739,142.9478,-5.24,84,100,20.24,overcast clouds
614,Zaragoza,ES,41.6561,-0.8773,59.0,62,75,12.66,broken clouds
615,Dinard,FR,48.6314,-2.0614,46.0,100,90,5.75,mist
616,Sarh,TD,9.1429,18.3923,87.8,13,0,6.91,clear sky
617,Moussoro,TD,13.6408,16.4901,86.22,13,52,11.9,broken clouds
618,Kupang,ID,-10.1667,123.5833,75.2,100,90,8.05,moderate rain
619,Whitehorse,CA,60.7161,-135.0538,-7.01,77,75,3.44,light snow
620,Fairbanks,US,64.8378,-147.7164,-5.8,77,90,1.16,light snow
621,Ballina,AU,-28.8667,153.5667,75.2,73,17,3.44,few clouds
622,Zyryanka,RU,65.75,150.85,-28.25,83,100,17.16,overcast clouds
623,Klaksvik,FO,62.2266,-6.589,30.2,93,75,4.61,light snow
624,Hami,CN,42.8,93.45,32.54,75,0,2.98,clear sky
625,Dauriya,RU,49.9333,116.8667,-17.86,85,96,6.46,overcast clouds
626,Natal,BR,-5.795,-35.2094,75.2,94,75,5.75,broken clouds
627,Maniitsoq,GL,65.4167,-52.9,10.06,73,0,5.66,clear sky
628,Keetmanshoop,NA,-26.5833,18.1333,89.69,11,0,5.12,clear sky
629,Brazzaville,CG,-4.2658,15.2832,78.8,78,40,4.61,scattered clouds
630,Kiruna,SE,67.8557,20.2251,17.6,86,75,10.36,light snow
631,Massaguet,TD,12.4755,15.4365,80.6,14,86,11.5,dust
632,Cururupu,BR,-1.8283,-44.8683,75.88,93,79,3.02,broken clouds
633,Bamiantong,CN,44.9333,130.5333,3.04,92,100,3.42,light snow
634,Santa Cruz De Tenerife,ES,28.4682,-16.2546,66.99,77,20,10.36,few clouds
635,Mecca,SA,21.4267,39.8261,81.82,27,43,6.4,scattered clouds
636,Kurchum,KZ,48.5722,83.6542,4.1,92,98,2.37,overcast clouds
637,Olafsvik,IS,64.8945,-23.7142,22.14,84,88,7.14,overcast clouds
638,Tirschenreuth,DE,49.8825,12.3331,28.99,85,74,5.01,broken clouds
639,Uporovo,RU,56.3109,66.2693,16.88,96,67,1.79,broken clouds
640,Sheregesh,RU,52.9209,87.9869,11.89,95,34,3.76,scattered clouds
641,Cabo Rojo,PR,18.0866,-67.1457,72.0,97,100,16.58,overcast clouds
642,Saint-Georges,GD,12.0564,-61.7485,77.0,88,40,5.75,scattered clouds
643,Pangai,TO,-19.8,-174.35,79.21,87,100,20.6,light rain
644,Waingapu,ID,-9.6567,120.2641,80.94,79,100,14.07,moderate rain
645,Alofi,NU,-19.0595,-169.9187,77.0,94,100,5.75,moderate rain
646,Can Tho,VN,10.0333,105.7833,86.0,62,20,3.44,few clouds
647,Inyonga,TZ,-6.7167,32.0667,78.21,67,99,5.95,light rain
648,Yako,BF,12.9667,-2.2667,84.33,13,0,13.85,clear sky
649,Gillette,US,44.2911,-105.5022,26.6,86,1,12.66,clear sky
650,Srednekolymsk,RU,67.45,153.6833,-38.2,82,100,6.4,overcast clouds
651,Sfantu Gheorghe,RO,45.8667,25.7833,42.01,84,99,3.33,overcast clouds
652,Komagane,JP,35.7296,137.9396,30.99,73,0,5.01,clear sky
653,High Level,CA,58.5169,-117.136,-11.2,84,1,4.61,clear sky
654,Pulandian,CN,39.3953,121.9669,37.4,93,26,6.71,mist
655,Boyolangu,ID,-8.1181,111.8935,81.28,79,97,4.97,moderate rain
656,San Juan,AR,-31.5375,-68.5364,65.75,63,88,8.05,overcast clouds
657,San Policarpo,PH,12.1791,125.5072,78.78,79,56,18.1,broken clouds
658,Victor Harbor,AU,-35.5667,138.6167,64.99,74,1,1.01,clear sky
659,La Baule-Escoublac,FR,47.2922,-2.364,51.8,93,90,5.75,overcast clouds
660,Barreirinhas,BR,-2.7469,-42.8264,75.22,92,100,5.99,overcast clouds
661,Lafiagi,NG,8.8667,5.4167,95.14,10,6,2.57,clear sky
662,Pecos,US,31.4229,-103.4932,35.6,38,1,6.91,clear sky
663,Douentza,ML,14.9951,-2.9517,81.0,14,23,6.8,few clouds
664,Madera,US,37.1666,-119.8343,41.0,87,8,4.85,clear sky
665,Luanda,AO,-8.8368,13.2343,86.0,66,75,4.61,broken clouds
666,Trento,IT,46.0679,11.1211,43.0,84,100,1.81,overcast clouds
667,Gizo,SB,-8.103,156.8419,83.88,73,100,21.52,overcast clouds
668,Pointe-Noire,CG,-4.7761,11.8635,84.2,84,20,4.61,light rain
669,Nizhnyaya Tavda,RU,57.6731,66.1725,17.37,97,70,2.8,broken clouds
670,Salisbury,GB,51.0693,-1.7957,34.0,86,75,4.61,broken clouds
671,Colac,AU,-38.3333,143.5833,55.0,25,0,1.99,clear sky
672,Jinxiang,CN,27.4327,120.6062,58.78,80,11,1.14,few clouds
673,Whitianga,NZ,-36.8333,175.7,63.0,78,5,3.04,clear sky
674,Tres Arroyos,AR,-38.3739,-60.2798,49.75,84,78,3.36,broken clouds
675,Vagur,FO,61.4732,-6.8119,34.97,83,44,14.56,scattered clouds
676,Comodoro Rivadavia,AR,-45.8667,-67.5,55.4,62,0,2.3,clear sky
677,Seddon,AU,-37.8068,144.8916,66.0,72,0,10.36,clear sky
678,Akdepe,TM,42.0551,59.3788,48.2,53,100,9.22,overcast clouds
679,Tupik,RU,54.4253,119.9327,-32.22,81,82,1.7,broken clouds
680,Mizan Teferi,ET,6.9833,35.5833,86.72,31,60,1.86,broken clouds
681,Northam,GB,51.0333,-4.2167,39.0,91,100,5.99,moderate rain
682,Wad Madani,SD,14.4012,33.5199,88.03,20,0,12.59,clear sky
683,Nizwa,OM,22.9333,57.5333,84.63,18,0,8.32,clear sky
684,Raudeberg,NO,61.9875,5.1352,30.99,100,75,8.05,light snow
685,Miles City,US,46.4083,-105.8406,19.4,93,1,4.61,fog
686,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.74,74,90,7.14,overcast clouds
687,Sampit,ID,-2.5333,112.95,81.32,83,99,3.98,overcast clouds
